sampleID,Clmp,Matn2,Cpe,Gcg,Gdnf,Yes1,Il17a,Foxo1,Tnfrsf11b,Tgfb1,Pla2g4a,Il6,Prdx5,Tgfa,Ccl5,Epo,Axin1,Fst,Rgma,Nadk,Tnni3,Notch3,Snap29,Cntn1,Clstn2,S100a4,Ca13,Mia,Cant1,Kitlg,Gfra1,Ppp1r2,Adam23,Itgb6,Cyr61,Dlk1,Ahr,Ccl2,Eno2,Plin1,Wfikkn2,Flrt2,Qdpr,Fas,Erbb4,Riox2,Plxna4,Epcam,Ccl3,Crim1,Vsig2,Hgf,Sez6l2,Il1a,Il23r,Dll1,Ddah1,Il10,Tnfrsf12a,Acvrl1,Lgmn,Csf2,Cxcl9,Map2k6,Itgb1bp2,Il17f,Il1b,Casp3,Apbb1ip,Wisp1,Cdh6,Pdgfb,Igsf3,Tgfbr3,Cxcl1,Pak4,Cntn4,Ghrl,Lpl,Fstl3,Dctn2,Il5,Eda2r,Ntf3,Tnfsf12,Ccl20,Fli1,Tpp1,Tnr,Vegfd,Parp1,Tnf
F05:2-Day5,3.334063391,4.572266773,3.727749837,2.189195125,2.265604019,2.02249585,3.320527756,3.286653363,2.906262985,4.460803248,8.81066291,2.809931558,9.804962919,4.874862681,3.811952175,1.218156434,6.427175845,9.084457912,2.422233178,9.58260888,2.471247643,3.084436768,9.591354882,4.924086533,2.443333456,11.13156438,5.612722743,2.845994623,2.049567839,2.972582799,3.434926857,4.910550876,0.966889025,0.286034636,4.320615182,3.113709782,2.656266291,10.23018142,2.650885329,2.064970366,3.402437842,3.407623255,7.190114111,4.593064648,2.60346007,7.800941593,3.040342911,1.531439472,7.170353369,3.948648027,1.968664986,5.660703101,4.11965424,7.476355359,3.528846181,2.169599368,3.872559248,2.559449217,2.151004327,2.465012293,3.390495529,2.223160278,4.555350552,9.00078676,1.783666912,1.301984114,4.921637159,10.2121946,4.975814669,3.868598503,2.731678179,8.964016109,3.366701772,2.318660133,9.169045908,3.321261282,2.205249524,2.115415137,2.884279883,3.062003171,5.750508322,1.766743191,1.13892,2.739662529,3.642913206,5.105232774,4.930595781,2.632234291,1.505475418,2.045667321,8.388426526,2.419321069
F05:4-Day0,3.034808346,3.756263467,3.559014268,2.313525244,1.582961766,1.940792622,2.25245149,3.2585787,2.553345351,4.350503912,9.104938594,2.613138667,8.854267512,3.893764162,3.7866767,1.406694544,6.644377389,7.331465873,2.302113521,8.011576065,1.938696545,2.812594639,9.679239297,4.733132402,2.601821691,10.57583942,5.606472427,2.879851723,1.901312016,3.034766175,2.489976953,4.950170054,1.255220422,-0.051753836,4.155686678,3.304312444,1.827837352,7.285145629,2.706304585,2.282846161,3.281982656,2.611852702,7.267151387,3.909346416,2.592684985,6.678051933,3.007239089,2.013666279,3.994625252,4.464488535,1.48330193,5.376348159,4.33639848,7.192464783,3.255746773,1.966371402,4.16147476,2.710490869,2.292635472,2.553214097,2.677748701,2.165099953,4.228849001,9.136648683,2.094241111,1.277462499,3.21688994,10.2408277,5.116970833,3.515779844,2.666558379,8.903474488,3.174910268,2.318591708,8.878075727,3.560461016,2.216678018,2.651387685,2.518179745,2.051498116,5.876484174,2.481092988,0.848558443,2.885899254,3.061750113,5.000940893,4.665871706,2.74111032,1.668972011,2.107798284,7.311663572,2.144691359
F06:4-Day9,3.137191805,3.190976593,3.111252901,2.189055214,1.636425203,2.289423017,2.505253249,3.504162113,2.954267496,4.577021886,8.958939008,2.769520155,9.098553735,4.503771815,4.256594425,1.121676776,6.400120331,7.861392823,2.249871847,9.400939486,2.818572802,3.073693831,9.345199998,4.14731694,2.70837195,10.97280074,5.919038747,2.697514643,1.848864057,3.256914562,2.383901569,4.71298765,1.163985901,0.904970678,4.125215474,3.290436908,2.213842135,9.278360871,2.597915314,2.173692331,3.995578659,2.425400722,7.267532393,4.49079868,2.54836263,7.79986433,3.026734961,2.05373825,6.001436029,4.179740247,1.444398551,5.496302636,4.036809923,6.336437482,3.481448738,2.411435666,3.858167775,2.444992844,2.435963055,2.887360569,3.26053733,2.08860577,7.374804108,8.928023561,2.031543661,1.091007461,3.648464068,10.16743045,4.988099454,3.16643207,2.309210815,8.486559098,3.144973348,2.322623161,9.37829265,3.201279804,1.944799687,3.702576073,2.526422862,2.477657835,5.595558764,2.37903976,1.743977475,2.74237677,3.121771093,6.705044568,5.37796843,2.784140512,1.606372204,2.040036911,8.737189008,1.970820456
F05:1-Day2,2.933280025,3.48136918,3.262978168,1.995749653,1.810306864,2.089862225,2.305173279,3.418720479,2.65174835,4.53360723,8.88015954,2.788940457,9.519449172,4.820459949,3.747700152,1.511351835,6.147772908,7.674075406,2.511783521,9.275138449,2.053838726,2.97622337,9.363563965,4.786401125,2.627707763,10.8011969,5.727906976,2.748686455,2.001207009,2.727544144,2.462945357,4.839021922,1.228577601,-0.062234982,3.998377049,3.190358259,1.885312044,9.180933017,2.531170612,2.164238333,3.398421672,2.357400813,7.235770782,4.513982263,2.596245435,7.765482298,2.807340099,1.866856496,7.083277966,4.137285695,1.916360111,5.655995812,4.279295757,7.473200267,3.401430827,2.119739588,3.885180539,2.204821344,2.122822376,2.740054268,2.714054565,2.166816861,4.276668278,9.063732343,2.106962612,1.391167735,4.614416523,10.2508676,5.002779336,3.684101319,2.819768321,8.591578102,3.186155172,2.237378463,8.908251181,3.300405992,2.088575781,1.992389559,2.607123822,2.828387458,5.665579407,2.422822801,1.0454309,2.719366862,3.328313145,6.328878459,5.132222737,2.858879645,1.716649805,2.002060621,8.270484417,2.345728788
F05:3-Day21.2,3.217447346,3.6036271,3.420312072,1.948395114,1.423790955,1.884870537,2.098592668,3.035405157,2.531423595,4.081728989,8.907176315,2.657200036,8.418332825,4.057692419,3.311678837,1.189004657,6.814958401,7.174317745,2.47963402,8.193810407,1.950584106,3.242602512,9.598324358,5.42564014,2.797426877,10.81756695,5.796953157,2.850567138,1.730796175,3.320316484,2.595922152,4.875711404,1.307759864,0.835776052,3.806284134,3.217629345,1.742610435,7.840678965,2.612853547,2.123416395,3.535099873,2.558077828,7.357691965,3.705016723,2.72492397,7.158968355,3.072556331,1.485061839,3.920005429,4.274940728,1.55766458,4.563185094,4.242973231,6.804431321,3.449658095,2.269755144,4.368661906,2.645331364,2.762505801,2.750331218,2.817809426,2.327596926,4.447996144,9.133497624,1.773070284,1.449926896,3.009821882,10.36575267,5.185411176,3.519240915,2.919812265,8.298849468,3.26654927,2.204535946,8.745281023,3.48882727,2.136214482,2.339622534,2.56551615,2.911119716,5.649812766,2.427394427,1.010115692,2.807530908,3.261887438,4.943990947,4.135695213,2.685590065,1.705611413,2.09327192,7.436203391,2.042095238
F06:2-Day5,3.587093842,4.857522166,4.08169448,2.080385816,1.944204999,2.324939448,1.893351308,2.602572588,3.284958669,4.645207996,9.044569576,2.968902712,9.844721566,4.800843072,4.02946939,1.43853463,6.323962005,8.529378578,2.517115997,9.4159952,2.522265797,2.954342213,9.718206534,4.712505958,2.758076803,11.24575854,5.854733036,2.88222347,1.920923538,2.944436159,3.167291945,4.923603704,1.253783783,0.811547046,4.200131506,3.294873039,2.203633604,12.98305253,2.865663666,2.254104755,3.489669077,3.260812086,7.244525643,4.39982705,2.602972089,6.841234092,2.944682099,1.795018394,6.915486026,4.491071171,1.617772394,5.382090659,4.03605795,7.345410383,3.344117633,2.250938088,4.103622695,2.438352222,2.537190969,2.565767347,4.2195314,2.243326961,7.225419489,9.139990917,1.856562321,1.352714058,3.575316712,10.31246964,5.043720471,3.720863821,2.782370505,8.476272822,3.228051733,2.311341844,10.67486189,3.392859338,2.05410103,2.089909268,2.857405183,3.65404039,5.937917661,2.341855265,1.514904467,2.863171815,3.185138253,4.948135827,4.086906324,3.435958339,1.430725642,2.102124904,7.011396085,2.467470327
F06:3-Day3,3.407857461,4.665728285,3.925524441,1.809689053,2.518900413,2.38519264,1.894809906,2.37036131,3.492529531,4.022938624,8.416767076,3.675501959,9.888071125,5.524612281,3.540266731,1.52972805,5.916581864,9.869018917,2.619799568,9.702691106,2.223059351,2.596989265,9.572141266,4.644033276,2.815725488,11.03437871,6.072448558,2.965863855,1.996848453,2.818106237,3.664745048,4.790940011,0.958870979,0.116308496,4.641886205,3.188576001,2.388536156,13.15181248,2.754361029,2.29290092,3.134311188,2.890248499,7.023295636,4.269097043,2.557009189,6.220246551,2.771976009,1.167804676,6.613365673,3.640740163,1.918466009,4.916502937,4.107439173,6.956456594,3.208107753,2.364751807,3.726119269,2.609734018,1.558174857,2.756432876,3.800969955,2.138597487,7.469344673,8.833090736,1.677102346,1.289138485,3.74461748,10.15869213,4.843684726,3.40257626,2.513720105,7.703289793,3.232944521,2.38091949,10.53565994,3.495373836,2.105647399,1.715214519,2.617715348,3.300318625,5.931524135,1.719221047,1.446696845,2.783599284,3.11510531,5.607963629,3.082912,2.915384796,1.555623587,1.950453826,6.712872567,1.946698482
F05:3-Day14,2.817141706,2.927844666,3.430703489,2.104320985,1.364515647,1.797931184,1.922612793,3.352984289,2.530043768,4.316801572,9.078570271,2.692100354,9.172040355,3.92646846,3.512574337,1.629314397,6.454269051,7.556838798,2.40880389,8.020061211,1.880041983,3.001366243,9.733952086,4.881741093,2.619080268,10.65483472,5.832427968,2.99117346,1.979232383,3.120790083,2.47637944,4.865388717,1.29115879,0.5118232,3.783596113,3.440170434,1.857146911,7.611077475,2.591653072,2.204181841,3.534813709,2.298862122,7.299325239,3.936988804,2.582502663,7.067949686,3.083833478,2.092126573,4.81861138,4.547577774,1.575126267,4.961035949,3.979206682,7.094254241,3.42211069,2.015533329,4.696144411,2.46753415,2.293448834,2.546708633,2.82972407,2.224751378,4.120409201,9.114309126,1.701550975,1.317776625,2.990229641,10.23778893,5.05890596,3.728712063,2.788071837,8.49999131,3.245550622,2.338650443,8.788398874,3.327749279,2.075579766,2.08261628,2.657917848,2.227031234,5.951588819,2.296267277,1.04303433,2.746682381,3.006326619,4.864693762,4.841767964,2.784220947,1.429414441,1.920405941,8.082885585,2.320196877
F05:2-Day3,3.089233502,4.290091682,3.169873042,1.99680582,1.484231755,1.638740574,2.088505966,2.81869966,2.728381423,2.922202769,7.410350891,2.975048572,8.769338604,4.733580711,3.295847211,1.354019252,5.975910183,8.237580582,2.479595419,8.796031852,2.336247007,2.454632653,9.492932602,4.166464087,2.655619233,10.86593292,5.100382107,2.806656151,1.911620858,2.772968741,2.838523803,4.416062799,1.260627657,0.209432391,3.297133449,3.287084612,2.110500637,9.150271659,2.62676416,2.368924402,2.835298714,2.633870222,6.950723782,3.825491729,2.629458384,7.065136767,2.904615345,1.51456914,6.306168761,3.170698722,1.48532815,3.787855328,3.653270073,5.628508592,3.185184691,2.253043261,3.517463437,2.733378998,1.866683202,2.620524766,2.668497756,2.263204275,4.132906892,8.600974106,2.272484031,1.364144716,3.959545818,10.23469654,4.807126841,2.966813452,2.548633663,5.601015672,3.244172789,2.140858832,8.161644329,3.233961787,1.885074786,1.89444772,2.817274556,2.895906979,5.393843617,2.02659601,0.737401546,2.722168251,2.744504036,3.995817639,3.291495558,2.215862797,1.41506107,2.0223487,7.373894639,2.283351189
F06:4-Day3,3.075014688,3.511781881,3.549431548,2.265487065,1.731584798,1.800054846,1.804905633,2.598201826,2.98840432,4.523406173,8.957608024,3.135155294,9.724844768,4.423394704,3.920329662,1.129091811,6.298943086,8.014456331,2.359601815,8.203978575,2.041631625,2.809745042,9.450010236,4.395399487,2.526038902,10.05350721,5.485788036,2.868885746,1.766761218,3.06953323,2.485196727,4.678025958,1.05250745,0.497639286,3.719797934,3.080145347,1.644290277,12.10147064,2.387737079,1.988804602,3.178553848,2.498961725,7.287061029,3.981441292,2.576478435,6.634289329,2.836733395,2.093326921,7.205840977,3.99407796,1.819013727,5.147730442,4.022293007,6.952133763,3.310348382,2.201192418,4.772716055,2.669856688,2.115230438,2.645099617,3.399326043,2.292695349,7.141921355,9.031621858,1.711126633,1.248212559,3.803105705,10.21535503,4.930443157,3.47059544,2.526919091,9.113108196,3.005158757,2.228001403,10.66424649,2.955770247,2.050404301,2.005206075,2.582282424,2.325064716,5.913362403,2.480857299,1.566174772,2.589201756,2.654014575,4.622983445,3.992049196,3.048707808,1.526891628,1.95386877,6.63730457,2.309029205
F05:1-Day9,3.177638095,4.177353825,3.854590215,1.973240412,1.692119945,3.215026135,2.201099673,3.295684491,2.673151594,4.143786231,8.852933178,2.733498369,9.28134934,5.038257032,3.773046743,1.349999082,6.516350921,8.166575047,2.44161746,8.713579562,2.064062605,2.638042808,9.525892954,4.566628049,2.777245466,10.91688691,6.038368124,2.954980048,1.895835248,2.889281245,3.410343609,4.746196724,1.277133558,0.053374441,3.43418917,3.298498514,2.932576964,7.334139518,3.226692212,2.252142355,3.158589487,3.949378244,7.199438511,4.25058225,2.828974848,7.337974058,2.861292221,2.304693613,4.748787437,4.127213915,1.46801491,4.900059475,3.994094672,7.070475888,3.28398293,2.126130925,4.042612811,2.481866311,1.804905614,2.771366684,4.265146414,2.274658784,4.257868194,9.076636753,1.829723704,1.287890068,2.985141376,10.30027713,5.006515663,3.447310894,2.703886201,7.893540783,3.28937706,2.341386824,8.921092486,3.572044545,2.100098675,1.817904423,2.580187531,2.092803124,6.056152944,2.570523197,1.318657112,2.957846856,4.421716646,5.21906617,4.691134787,2.369506981,1.56472254,2.18127819,8.964625755,2.355216696
F05:1-Day5,3.091958619,3.482744817,3.480226373,1.961581173,1.774693928,1.990714625,2.041533771,3.301800559,2.683576766,4.41697433,9.02622313,2.61876725,9.354324764,4.252329747,3.722324372,1.734034144,6.39970293,8.156084211,2.52959446,8.836339958,2.188849076,3.37103492,9.573759972,5.171134521,2.742349317,11.12227455,5.645483561,2.969757962,1.801846137,2.986765422,2.724177966,4.977869765,1.065001639,0.650444919,3.983854731,3.318373021,2.443535251,8.751136935,2.661994518,2.444241962,3.397700525,2.751435917,7.275950765,4.155869972,2.632757338,7.37908741,3.148425261,2.034009694,4.881075851,4.209886955,2.006936986,5.312081859,4.323898695,7.19016921,3.545171103,2.434287502,4.236066337,2.682989693,2.195481214,2.471533355,3.15597334,2.249599615,4.688412783,9.140787155,1.475873428,1.456755584,3.30309491,10.28207197,5.057890738,3.784307579,2.738854343,8.531814978,3.354827774,2.451206737,8.874323549,3.330713326,2.212083316,2.107523894,2.847366148,2.77004991,5.972667608,2.430611747,1.217465981,2.923335629,3.518820615,5.378749992,4.926547438,2.684169389,1.66441496,1.996731082,8.174483796,2.532024425
F05:2-Day21,3.290018725,3.28456191,3.269371595,1.889397922,1.897648631,1.832171049,3.664701132,3.01788275,2.537362617,4.367100357,9.065633461,2.534994237,8.778881606,3.978062704,3.417709684,1.322561852,6.659810011,7.637551628,2.46724225,8.525882682,2.017253154,3.071716965,9.616604757,5.075602291,2.608989073,11.07194576,5.673268823,2.948557421,1.869438548,3.240996273,2.453186982,4.980332509,1.193416611,0.697974996,3.761768788,3.197248252,2.236036815,7.946759857,2.614378095,2.406012951,4.259390278,2.403070212,7.257346672,4.111391305,2.698417123,6.954591781,2.780669335,1.804441508,4.443818365,4.549639089,1.380962258,5.082403219,4.356867938,7.219897622,3.295797209,2.030316448,4.284838159,2.441403546,2.469087919,2.542565759,2.750350985,2.099366461,4.443700504,9.099049128,1.738014609,1.407762639,3.122624917,10.30239166,5.02543417,3.88948938,2.696078179,8.551413219,3.148861536,2.13459256,8.900513989,3.511815742,2.158029759,2.320575203,2.688457323,2.875383614,5.829185286,1.860002917,1.057423732,2.774923892,3.459363757,5.995794886,4.526522171,3.009117668,1.582251227,1.811811364,7.610851834,2.062026944
