sampleID,Clmp,Matn2,Cpe,Gcg,Gdnf,Yes1,Il17a,Foxo1,Tnfrsf11b,Tgfb1,Pla2g4a,Il6,Prdx5,Tgfa,Ccl5,Epo,Axin1,Fst,Rgma,Nadk,Tnni3,Notch3,Snap29,Cntn1,Clstn2,S100a4,Ca13,Mia,Cant1,Kitlg,Gfra1,Ppp1r2,Adam23,Itgb6,Cyr61,Dlk1,Ahr,Ccl2,Eno2,Plin1,Wfikkn2,Flrt2,Qdpr,Fas,Erbb4,Riox2,Plxna4,Epcam,Ccl3,Crim1,Vsig2,Hgf,Sez6l2,Il1a,Il23r,Dll1,Ddah1,Il10,Tnfrsf12a,Acvrl1,Lgmn,Csf2,Cxcl9,Map2k6,Itgb1bp2,Il17f,Il1b,Casp3,Apbb1ip,Wisp1,Cdh6,Pdgfb,Igsf3,Tgfbr3,Cxcl1,Pak4,Cntn4,Ghrl,Lpl,Fstl3,Dctn2,Il5,Eda2r,Ntf3,Tnfsf12,Ccl20,Fli1,Tpp1,Tnr,Vegfd,Parp1,Tnf
F05:2-Day0,3.091740858,2.943786356,3.458469363,1.933228263,1.495022124,2.020018559,3.12675218,3.652145814,2.509679999,4.352635657,9.087026813,2.549273163,8.779018135,3.691645579,3.799602468,1.29354723,6.593680225,7.455249365,2.447945421,8.427950302,2.003973119,2.986839662,9.670596668,4.761661725,2.725282386,10.66965573,5.526224559,2.890197996,1.827410307,3.052746225,2.426996808,4.947585331,1.18012805,0.384846457,4.24068674,3.190382612,1.804396327,7.36948784,2.613329202,2.52024021,3.480206294,2.332542276,7.196014083,4.01449629,2.572951991,7.266386416,2.99220737,2.124344099,4.516711349,4.642466167,1.916957572,5.669370798,4.055639263,7.211557022,3.414939052,1.967533218,4.010406956,2.258260135,1.890857403,2.774028942,2.548843159,1.981832298,4.502820667,9.015354266,1.548642,1.309376606,3.065389679,10.16592883,4.949066938,3.484540909,2.784457741,8.992693063,3.256489282,2.190764685,9.121315916,3.063675733,2.106696426,2.447660228,2.63034611,1.891422641,6.023044925,2.072970089,0.826610575,2.785102443,3.251314116,4.983990387,4.690351607,2.502624158,1.388183173,2.036687113,8.051266894,2.192734918
F06:1-Day0,2.977803835,3.380689265,3.698800664,1.939059635,1.535551125,2.014691889,2.144591976,3.339398756,2.601349286,4.41245963,9.085563771,2.588912239,8.652785027,3.87955199,3.685330216,1.450795685,6.536564267,6.767648331,2.621765801,7.937044889,1.785355205,3.080123189,9.853532925,4.923470962,2.782825193,10.86328615,5.465277054,3.057546053,2.013035414,3.0215825,2.338930731,4.816739891,1.268312472,0.578496047,3.67050994,3.384146331,1.897949736,7.642596799,2.830185343,2.117491098,5.241253561,2.44899937,7.230593984,3.830141387,2.421447008,6.542304949,3.074052718,1.731217587,4.229358375,4.398454178,1.793842181,4.940837186,4.411059849,7.321623704,3.353714781,2.131296786,3.718101841,2.452685103,2.156335314,2.699979923,2.451312939,2.151714051,4.247530008,9.083006319,1.863701083,1.476038002,2.989232817,10.24486782,4.973475243,3.753360314,2.765533195,8.832993689,3.17566624,2.332986794,8.971149596,3.740712517,2.147767357,2.261899313,2.40417858,2.635846581,6.077424218,2.624414088,0.935078056,2.790763052,3.093439468,5.026219676,4.355424357,2.76223025,1.49707892,2.004636276,7.619837375,2.180312739
F05:4-Day21,3.22433999,4.051656484,3.376072929,1.905623303,1.377788316,1.905655596,1.926886459,2.799008801,2.656969796,4.487163064,9.060486928,2.550788111,8.586284637,4.254688283,3.466295335,1.387878599,6.462534273,7.319017102,2.235386446,8.405341202,2.110565208,3.242593605,9.778384512,5.181653085,2.875390898,10.8610431,5.584594308,3.014484045,2.022416912,3.004814953,2.635559272,5.018268434,1.24726049,-0.01141949,3.71743308,3.332591972,1.733316105,7.760654714,2.703339231,2.175277216,3.458858303,2.383731178,7.21243565,3.992962233,2.675373944,6.542791293,3.144027673,1.905253727,4.849662915,4.271228951,1.687506921,5.038619445,4.258329245,7.099581957,3.22066958,2.156805822,4.030526967,2.743780016,2.592123274,2.665058853,2.784525912,2.348278381,4.472474136,9.134841358,1.968268317,1.191036664,3.316248565,10.40659139,5.026668015,3.821693344,2.826564627,8.412934629,3.191509954,2.353289474,8.525252885,3.319345748,2.147641516,2.464097623,2.519292803,3.095464232,5.70013057,2.254464041,1.193760003,2.784103935,3.030743547,4.94099194,4.02294202,2.767652484,1.448225341,2.096580017,7.694731975,2.396360643
F05:3-Day21.4,2.986992818,3.835419431,3.295256609,2.174923973,1.65232894,1.835373262,1.982215085,3.033585375,2.494969848,4.329063617,8.989272237,2.611097466,8.442104987,4.139574937,3.285248257,1.200880523,6.710101625,6.97704681,2.366086812,8.209438405,2.040688365,3.067643541,9.70679587,5.231745445,2.682969854,10.64471103,5.74148999,2.856362603,1.853879153,3.301737467,2.313062216,4.887545543,1.151648331,-0.1400607,3.755312679,3.395437514,1.729306896,7.801765429,2.667034083,2.308569198,3.364075655,2.501736166,7.322019994,3.940041373,2.764412199,6.897887342,2.95147896,1.810178558,4.098696987,4.086442477,1.632062704,4.95287681,4.180606311,6.798659573,3.422762917,2.093130081,4.282120029,2.532132238,2.558344844,2.724172217,2.815591058,2.196340956,4.611419378,9.10840364,2.12789393,1.480709253,3.137716651,10.34514375,5.063076839,3.460998378,2.760172177,8.496546273,3.373485533,2.276276437,8.640179395,3.516776514,2.066609058,2.176429337,2.445122621,2.635121438,5.745985565,2.525169447,0.991705923,2.626420455,3.279873413,4.666396831,4.296273089,2.673065197,1.513608926,2.125043741,8.080786176,2.233346604
F05:1-Day3,3.097677452,4.284105799,3.38876805,1.858035746,1.736622372,2.280537406,1.874239963,3.421283715,2.616940919,4.279252597,8.84329404,2.676470097,9.502367394,4.433241703,3.964782714,1.221762176,6.396718428,8.473000464,2.28563288,9.385001253,1.905777429,2.837492274,9.508419613,4.924971528,2.57381892,11.12667397,5.765270118,2.966045829,1.75616298,2.82512344,3.140173579,4.883446484,1.472369882,0.459358869,4.037587282,3.413424793,2.66883877,9.783493668,2.629588475,1.894442492,2.974972297,2.75910266,7.331953504,4.350738711,2.578981846,7.566289826,2.892973947,2.14936236,4.895676832,3.826344769,1.738886051,5.398219299,4.340176201,7.200315113,3.290346806,2.206549854,4.116511655,2.822563967,2.02003334,2.81102391,3.117735685,2.355465293,4.67911729,9.112324737,2.263551775,1.361385772,3.565868901,10.25764833,5.077855828,3.662976219,2.722988331,8.412161491,3.099675845,2.258842502,8.738333529,3.560906997,2.116549681,1.865271339,2.795294624,2.849165326,5.921872519,2.522325636,1.169930808,2.845533844,3.373202182,5.34424342,4.874582509,2.77510036,1.503206214,2.028981616,8.376412763,2.206700435
F05:3-Day0,2.765510479,3.545842275,3.373071511,2.133308265,1.620621297,1.947768157,1.982319118,3.521565566,2.383803947,4.673831977,9.274620883,2.814673639,8.855637099,3.879625373,3.554167123,1.070520789,6.736757839,7.057171881,2.436272202,8.395430855,2.103373722,2.930341951,9.715677108,4.635341049,2.701766924,10.57926895,5.812231441,3.004665287,2.072077754,3.105173439,2.399034726,5.105589942,1.357137127,0.060764905,3.940326228,3.282031341,1.696873743,7.397959769,2.662709698,2.346954575,3.011470153,2.220234952,7.327183559,4.158715577,2.72581292,6.996329081,3.148497161,1.699047022,4.487231104,4.855549815,1.081691389,5.492723223,4.003894935,7.514081965,3.51476876,2.204598756,4.220635664,2.604450914,2.298645595,2.600281749,4.355228883,2.157177583,4.564172551,9.292533385,2.122504742,1.263846589,3.105483173,10.34345929,5.157112198,3.616790419,2.593068831,8.906605295,3.213136017,2.217680499,8.829681928,3.329940416,2.178608847,2.411635266,2.535778167,2.034114386,6.141658574,2.463036968,1.014821276,2.88030317,3.53787131,4.229603532,5.11739052,2.948290773,1.543266182,2.120824599,8.151871804,2.29806614
F06:2-Day3,2.828085016,3.630255214,3.259098011,2.251664136,1.652516321,1.716977735,2.117101698,2.868553329,2.745909803,4.35699137,8.805597964,2.976082229,8.684861576,4.40511002,3.693306934,1.387963393,6.373654442,7.74300249,2.54464638,8.327210299,2.139822195,2.670624414,9.526065253,4.37308756,2.869610744,9.981308771,5.318440715,3.070982617,2.096848731,3.05789456,2.600798734,4.706374415,1.498189717,0.062078476,3.737310657,3.452593806,1.634586605,9.250971318,2.696032869,2.891157674,3.920146678,2.673464548,7.213171793,4.02316774,2.505455396,7.174844352,3.06102827,2.207718005,6.198329612,3.929928145,2.19057858,4.738524387,4.108877103,6.868257226,3.221362946,2.142687973,3.7804452,2.569529511,1.861331017,2.59519832,3.634129184,2.344359696,5.220613486,9.021130689,2.158173985,1.491049228,3.493489513,10.31300977,4.974479328,3.438321266,2.837814765,8.482265431,3.370392268,2.291845259,8.85938069,3.381982075,2.458764958,2.096397616,2.879917881,2.827424037,6.015470276,2.575849502,0.956356939,2.875446738,2.988685246,4.39975022,4.086162136,2.487723217,1.621136823,1.989626199,7.400020235,2.09753373
F06:2-Day0,3.137249867,3.29656753,3.308776851,1.859526785,1.524478332,1.94491571,2.137418327,2.866130535,2.597712349,4.427225446,9.114423102,2.774837296,8.681219499,3.942034109,3.545491947,1.382602128,6.502071336,6.911840517,2.280374754,8.057867967,2.028854584,3.140494737,9.602666002,4.716551986,2.845367293,10.7693301,5.420874462,3.140105256,1.825838391,2.747594833,2.341056691,5.038828691,1.346099811,0.011123471,3.555041787,3.223368806,1.619553877,7.607221599,2.581583753,1.74255773,4.234800264,2.394017804,7.317331578,3.841316096,2.877073288,6.788424121,2.963930667,1.763340213,3.882747596,4.365225652,2.01558357,5.041727308,4.365370892,7.125260252,3.430841483,2.314741493,3.844347365,2.688395905,1.994388978,2.683578511,3.034648041,2.145391281,4.981928862,9.109841267,1.84038416,1.403728092,2.818242127,10.31955085,5.024579284,3.79273892,2.66421439,8.745791294,3.179797661,2.326097115,9.075377137,3.228636878,2.001749812,1.848193033,2.847010512,2.243649757,6.049097691,2.626228567,0.937691049,2.675690124,3.041248345,4.104432735,4.375230854,2.831930942,1.657087933,1.98842137,7.194053963,2.123220817
F05:3-Day9,3.149523264,3.525072757,3.48287961,2.009274908,1.705016711,2.033010501,2.082778357,3.071971923,2.632252187,4.589674383,9.176715991,2.983571824,8.8483665,4.505266608,3.613569732,1.533120909,6.663759056,7.579112736,2.574037237,8.478031461,2.014412335,3.048845422,9.722251562,5.112754636,2.757445177,10.96585275,5.781493226,2.899374488,1.915267029,3.202747819,2.726864712,5.019104033,1.34204091,0.18660958,4.055228713,3.308423938,1.988213943,7.97574522,2.749633567,2.172087172,3.283282566,2.404862601,7.42695329,3.959349461,2.516172489,7.147909459,3.015600457,1.984114235,5.399110454,4.494178041,1.772678945,5.542000362,4.079763611,7.27027796,3.407944326,1.943656247,4.223868082,2.535046484,2.288659007,2.845970729,3.033731838,2.15392962,4.465736748,9.166966107,2.128331935,1.317757971,3.69694915,10.36944848,5.160336599,3.611020726,2.631386261,9.194992998,3.504919561,2.158012074,8.789524774,3.321532874,2.126155145,2.254337014,2.388076095,2.848382313,6.117844273,2.217173702,0.908363421,2.733440178,3.271509178,4.587957364,4.490970619,2.91017322,1.570204471,2.132121665,7.637341986,2.27977312
F06:1-Day9,3.353415576,3.369231405,3.536172323,2.14218666,1.15868782,2.374052778,2.625299553,3.788161248,2.817738429,4.614891625,8.95493245,2.607792151,9.183688405,4.607379501,5.066047443,1.336533063,6.307998591,7.914156007,2.600630039,9.31156459,2.242410826,3.270809512,9.699171544,4.443563729,2.819896664,10.97577379,5.83363929,2.875001102,1.886249949,3.151956888,2.534986927,4.768671742,1.144379145,0.247848307,4.463775656,3.360509418,2.203258053,9.236156977,2.59711272,2.383884906,3.843993758,2.378200516,7.319879658,4.458671164,2.377307832,8.053816373,2.972364834,1.774526684,6.721167487,4.371069944,1.72034032,5.680451016,4.237605963,6.542932764,3.417406692,2.414972837,3.812155884,2.636695745,2.627074101,3.037910781,3.362432721,2.350127281,6.868193638,8.93281536,2.212293844,1.433402727,3.425365817,10.22595832,5.020567423,3.422088844,2.724308966,8.619634492,3.22077193,2.282497489,9.27203408,3.10559955,1.986106212,3.058492459,2.924838513,2.622352107,5.874090908,2.362615697,1.743228759,2.887456433,3.659070571,6.359303477,5.744782225,2.704614633,1.512274533,2.090613517,9.078468852,2.203922909
F06:3-Day5,3.023078907,3.617636056,3.496181496,2.135967322,1.580913991,1.637772776,1.972815607,2.589951248,3.502297226,4.447958871,8.892341238,4.435209328,9.374296009,4.127776208,4.644026826,1.666455712,5.985212849,7.715799682,2.486558941,9.279695929,2.716562094,3.236921822,9.638929732,4.573222096,2.826288115,10.14143867,5.718454713,2.888276458,1.936294832,2.68041268,2.729151679,4.54908608,1.380677377,0.531016423,4.05543262,3.278121685,1.403229041,12.2859537,2.599871165,2.229965006,4.53710976,2.295328179,7.174917104,4.099109676,2.562224832,7.0163081,3.088107124,1.604062098,8.31762979,4.146773498,1.960487631,5.559239187,4.107572316,7.234477949,3.258510346,2.495931529,3.676695198,2.595308751,2.381732665,2.772627135,3.81415162,2.243520546,6.88753267,8.924267186,1.486497807,1.388852986,4.694156492,10.18237612,4.916976853,3.525796551,2.609106727,8.545130148,3.317725662,2.325418099,10.90619305,3.42984837,1.943059064,2.365895797,2.797376535,2.531210497,5.675933122,2.145463673,1.579657037,2.698341163,2.6200304,5.356590485,4.379375669,3.327650904,1.607822903,2.176889538,7.116695701,2.627990764
F06:4-Day0,2.713003025,2.785033931,3.391946285,1.950173066,1.544282435,1.776579378,2.054561001,3.025110147,2.539105874,4.565913813,9.192528628,2.747536544,8.704624642,3.732526569,3.739405076,1.449541665,6.701965045,6.717358017,2.546408544,7.706542964,2.037591417,2.821978196,9.780591377,4.575782948,2.763529707,10.57824109,5.770096008,2.976922655,1.874559518,3.170161383,2.318232943,5.050352771,1.236162113,-0.036837132,4.004909887,3.313914327,1.722664324,7.606444284,2.688196106,2.209644776,4.727594503,2.406130673,7.292288115,3.625289564,2.736937956,6.634215655,3.290408052,1.730444754,4.01421416,4.64067891,1.966354983,5.025742158,4.36806404,7.19296134,3.385771476,2.111877833,3.946638423,2.714815335,2.164338078,2.677748522,2.666072922,2.090094888,4.625616919,9.203304618,2.120530063,1.294654597,2.912882438,10.26201989,5.076640661,3.577046365,2.685559511,9.099172953,3.204594541,2.286542051,9.313796704,3.942602779,2.190449161,2.640634462,2.635537959,2.252232563,6.255296518,2.634366059,0.717615895,2.989793642,2.773291301,4.102924688,4.528811778,2.59285196,1.528849444,2.133216965,7.083810404,2.189429025
F05:4-Day3,3.339247853,3.778200442,3.425276088,2.002950958,1.922220971,2.104895441,3.31659292,3.024836271,2.658722388,4.311792398,8.795208143,3.014237711,9.48491339,4.7893475,3.629105714,1.65929518,6.175142241,8.558903899,2.34276864,9.023100399,2.078353657,3.020052412,9.431932333,4.744395027,2.813991806,10.80570423,5.589807967,2.836549789,1.909645965,2.91752876,2.826477026,4.655469581,0.80391836,0.39369439,4.036597121,3.043447544,2.087538519,9.290214078,2.556044909,2.247870671,3.303774258,2.584154484,7.142332716,4.218170588,2.526395285,7.345834675,2.932119809,2.057577429,7.636221894,4.144005051,1.886467741,5.451684277,4.236377214,7.355717301,3.105688636,2.15294163,3.754154223,2.670885385,2.206078964,2.825896808,2.783491444,2.245901872,4.542971528,8.997759583,2.172206794,1.39808727,5.012876233,10.16513859,4.899791106,3.580237184,2.593513896,9.035116036,3.295647704,2.324374581,8.967389172,3.353599797,2.07964731,1.926690818,3.004438892,2.88246522,5.72425893,2.421360909,1.073910642,2.820918853,3.309419039,5.512261322,4.507609279,2.891844155,1.529842322,1.973684926,7.452742224,2.344864515
F05:4-Day9,3.148316276,3.355390456,3.587296303,1.967654143,1.670484393,2.515580228,2.041390914,3.265810018,2.660464619,4.057001946,8.780716226,2.597625307,8.729532437,4.584553076,3.701906426,1.621190172,6.858564207,7.226511957,2.702565651,8.534375505,2.077026562,2.979504742,9.572628761,4.882537153,2.778956766,11.10907352,5.942219428,3.014035199,1.832035789,3.472558206,2.673564441,5.05202901,1.331483552,0.218483583,3.473859956,3.421080236,2.488110414,7.818500141,2.801701781,2.471525425,3.395266009,2.826654871,7.36870169,3.889909007,2.691980982,7.080999992,3.099394644,2.24632843,4.487263244,3.81805845,1.884135773,4.884900823,4.114577089,6.356404188,3.250935347,2.16488233,4.354484185,2.789821168,2.115102543,2.739079498,3.298538871,2.290009175,4.850579513,9.084853552,1.802991668,1.524743667,3.385920259,10.34235688,5.212278546,3.367282004,2.617401831,8.118170827,3.311764583,2.412250593,9.097465193,3.69725432,2.132789057,2.281149522,2.77730392,2.217314615,6.138716074,2.429739681,1.129399595,2.866930466,3.879812052,4.457825796,4.316164359,2.92797575,1.546846421,2.096894166,7.842622172,2.473566737
F05:1-Day21,3.51168507,4.320874416,3.861288304,1.720657995,1.730724779,2.228589439,2.064208487,3.113708553,2.521060387,4.599288404,9.015087365,2.40791826,8.957057248,4.338196374,3.529023508,1.504178969,6.285725084,8.298162935,2.412851258,8.618243644,1.942389731,3.413422398,9.491020831,5.69600056,2.540088581,11.13394034,6.018192158,2.879766983,1.947910716,2.859913535,2.96937684,4.824224303,1.146848567,0.521217425,4.307819587,3.318056306,2.475615223,7.848382232,2.764147364,2.055359737,3.594189364,2.666470757,7.321558195,4.11816776,2.689849024,7.278269694,3.141311121,1.670483176,4.231237909,4.634885946,1.703507007,5.197342153,4.594122128,7.921168959,3.501292428,2.155215913,4.155067397,2.559372185,2.387570246,2.67378014,3.061507921,2.057797664,4.704560598,9.182774388,1.845912568,1.316071029,3.135787529,10.29407829,5.059672135,4.155907836,2.982098365,8.748868611,3.16281463,2.426383827,8.781189223,3.189491,2.152606811,2.001744742,2.986549961,3.330843197,5.870598201,2.700938127,1.60836257,2.811696895,3.864896902,6.739865756,4.585534472,2.796555008,1.438767503,1.988478993,8.014834435,2.365750086
F05:2-Day14,3.012660572,3.428417049,3.449662576,1.74762793,1.262652695,2.161638264,2.670697429,3.356514259,2.556318546,4.734584116,9.201600052,2.469185296,9.077828634,3.78449363,3.940547516,1.373009198,6.535086235,7.426426991,2.397898508,8.380344766,1.934555081,3.185227841,9.637079098,5.115392451,2.574567736,10.90198567,5.884617299,3.248478695,2.100252023,2.976304925,2.223773102,5.11368546,1.251214543,0.98883824,4.258756309,3.519828739,2.034675179,7.822081153,2.677714499,2.125288138,3.471102866,2.435000771,7.319807939,3.91922847,2.514454268,7.298445416,3.104704534,1.932945425,4.855856223,4.700194898,1.940795553,5.334665539,4.321177838,7.406754202,3.429123576,2.29123309,4.401956513,2.510708398,2.623426572,2.762810203,2.924597403,2.612851391,4.236705032,9.169104943,2.042264163,1.348017078,3.21295388,10.30949186,5.00880838,3.816126671,2.680088612,9.207230192,3.283034562,2.317925904,8.902702511,3.059854599,2.181090827,2.347606291,2.461784883,2.7383379,6.080546495,2.138649651,1.272965197,2.792899937,3.412506145,5.235567959,4.876921196,2.777290639,1.388297588,2.095385396,7.420622789,1.917081818
F05:1-Day1_B,3.228194064,3.96019817,3.34871339,1.816971224,1.870760596,2.08009114,2.542815618,3.232657341,2.666982322,4.384555247,8.893491678,3.844684184,9.138218641,4.65244109,3.74792122,1.681953085,6.169049421,7.638599999,2.252695389,8.511420676,1.983305388,3.444283655,9.563449964,5.347222806,2.689338513,10.9550462,5.413869214,3.003611732,1.866691643,2.934897271,2.542019628,4.56644746,1.395529536,0.218445524,3.942759161,3.325147462,1.954426059,8.776048317,2.662753251,2.074222922,3.251947788,2.356332065,7.303507079,4.568468695,2.577102551,7.460246702,3.116883112,1.98645614,6.860950767,4.310715013,1.361812479,5.375593852,4.486483588,7.261119316,3.408168592,2.638717598,4.103274371,2.61748681,2.352844505,2.778836489,2.84486336,2.322708669,4.530494465,9.056226214,1.673643583,1.101459352,4.904244816,10.27254955,4.964971846,3.824009829,2.797287306,8.811569234,3.059460562,2.328428065,9.64315688,3.008631849,1.998448437,1.711467691,2.802322886,2.89445108,5.891427762,1.455085519,1.155780289,2.757083614,3.531969626,8.243535278,4.55911004,2.949977955,1.41704175,1.824409028,7.78309557,2.2001439
F06:2-Day7,3.284565392,3.236498932,3.563205319,1.710321198,1.753480915,1.892353809,2.090437153,3.226129214,3.157398376,4.762859077,9.245997107,2.771771944,8.936124141,4.168275493,4.051408989,1.487373437,6.309197124,7.56511555,2.345632238,8.433689566,2.397380407,2.751073784,9.803364075,4.378249775,2.830802731,10.77108175,5.885002056,3.268700865,2.277847523,3.031006658,2.731202231,4.940072988,1.484260026,0.763871454,4.089640066,3.40730878,1.882516868,10.75840338,2.788478354,2.172506913,3.655038357,2.529765651,7.357835506,3.898852517,2.507309337,6.955963868,3.097001883,2.681415937,5.448383238,4.444024611,1.22578587,5.212497592,3.988617473,7.076160195,3.630963919,2.163855228,3.982282846,2.794730155,2.243484556,2.659359014,3.392799929,2.402601497,6.184634471,9.028735475,2.079719408,1.294611615,3.002254463,10.18210245,4.962618197,3.588499613,2.535205531,8.836240741,3.21566097,2.248011486,9.454472378,2.932366944,2.134019235,2.170383106,2.465591739,2.517105776,5.857814945,2.284588549,1.212137696,3.087596206,3.194788786,5.099062415,4.764340641,2.970652616,1.524465177,2.108149789,7.719227616,2.408109559
F05:4-Day4,3.152982842,4.614281082,3.504940573,2.028299038,2.307425602,2.060735614,5.688932448,2.89508014,2.721074139,4.57592487,8.790997291,3.401373851,9.727950046,5.048757792,3.65358499,1.81638653,6.333124063,8.946236497,2.274393183,9.254188919,2.012536288,3.174309475,9.573344044,5.113700761,2.677378761,11.05555412,5.628354665,3.005889855,1.858345463,2.997979018,3.411993641,4.811240704,1.499027681,1.412001373,4.218976683,3.196117023,2.286012742,9.59935638,2.561095766,2.24261885,3.3850581,2.859648288,7.12860784,4.523922727,2.528737471,7.262693663,2.845312206,1.880330873,8.931313622,4.219119864,2.043992457,5.904895202,4.289800853,8.03823346,3.458160437,2.087621553,4.021528127,2.608339622,2.351887865,2.662990831,3.326198952,2.589853822,4.389804285,8.934323756,1.900484414,1.373410427,5.500141363,10.13811381,4.86175499,3.559783187,2.819602876,9.65376394,3.133839833,2.332136512,9.100337448,3.544087776,2.157973506,2.000456131,3.126417014,3.029806324,5.988674043,2.349583945,1.255000227,2.548435608,3.70622,5.170852622,4.390135818,3.048920017,1.590872925,2.07777083,7.84727131,2.770398827
F06:1-Day4,3.408693873,4.942871204,3.836071816,1.755309063,2.32891517,2.368112115,1.992883778,2.546453381,3.682865116,4.12426024,8.252854633,3.642570835,9.7644898,5.604181279,4.503004889,1.232909656,5.974679053,9.517676382,2.059568443,9.877462005,2.097055473,3.014062534,9.385930878,4.644263722,2.524064257,11.11717303,5.852817499,2.955992611,1.731537876,2.796932491,4.064988453,4.747136125,1.421339023,1.235479181,4.270370559,3.240454758,2.648964465,14.28619338,2.927241021,2.26157608,3.558026266,3.282974995,7.028574066,4.505068154,2.522171054,6.257094109,2.867909851,1.545447343,7.814545852,3.640751728,2.071416908,4.866862571,4.014165343,6.893895975,3.255399616,2.520269784,4.107881619,2.697465896,2.135987144,2.97637431,4.333233754,2.774465105,7.90183649,8.815613942,2.097298831,1.109201663,3.592708213,10.13155268,4.71605273,3.526726751,2.401637135,7.413088313,3.237901172,2.385584109,11.89237487,3.213102993,1.865179092,1.822709204,2.812110015,3.22276058,5.997067291,2.075299438,1.511375758,2.681747096,4.073480638,5.861453706,3.19898888,3.289903757,1.40389746,2.040407395,6.982287359,2.593137124
F05:4-Day2,3.053886736,3.793458034,3.403823461,1.863446217,1.116913308,2.169062204,3.60129124,3.109652945,2.475462695,4.163976479,8.675379576,2.73358212,9.298253728,5.178862617,3.420097323,1.618608063,6.091271122,8.148154466,2.526114001,8.767922897,1.850408632,3.041022808,9.524651446,4.880322875,2.53233422,10.97721935,5.994042341,3.033937433,1.757627468,2.978010204,2.89537616,4.82626989,1.134471709,0.537225893,3.675978415,3.339251942,1.977631918,9.113094605,2.706569249,2.03285352,3.381577767,2.557427946,7.339615804,4.245769586,2.698620553,7.473891177,2.667098455,1.654904187,5.638260699,4.01056316,1.974029552,4.947102559,4.271423547,7.080071094,3.391073943,2.058058181,3.947102708,2.744021256,1.325062032,2.85341083,2.984250686,2.46396579,5.182639559,9.047900501,2.023454255,1.329296214,3.74581142,10.26218004,5.011506138,3.50898906,2.936876449,7.586353908,3.195153331,2.200432442,8.894808617,3.151838945,1.97207935,1.89948055,3.377580135,2.487030271,5.78708991,2.625096363,1.108570939,2.728200836,3.248353756,5.057371474,4.459872296,2.994441383,1.572371597,2.098647599,7.830080834,2.44757026
F06:3-Day9,3.976416102,3.705376202,3.449307361,2.114599244,1.617257673,2.277183483,2.642466857,3.748494192,3.066056564,4.543347455,8.863786959,2.77422308,9.596227865,4.616784702,4.351267207,1.206888578,6.252484812,8.409965778,2.261563003,9.539208669,2.665145339,3.241878967,9.386065166,4.680862806,2.681879957,11.04896094,5.817543424,2.797518428,1.844648569,3.124163907,3.126878553,4.712219846,1.19504901,0.656027789,4.311485232,3.241116813,2.640608177,10.08860668,2.850067462,2.344934833,3.977327381,2.533887234,7.024829358,4.721861798,2.563151949,7.977546035,2.982832062,2.021974976,7.059354079,4.18914268,1.471151534,5.607771419,4.304483652,6.565850172,3.35659854,2.318828637,3.687819963,2.311254819,2.653492957,2.802356881,3.619599956,2.293031956,8.070054221,8.87583665,1.551554985,1.083308098,4.120967213,10.19390339,4.962556897,3.460532594,2.69388882,8.394960192,3.153728415,2.26832698,9.547196042,3.475610098,2.032538257,2.759209608,2.695398839,2.818278041,5.742841514,2.20069978,2.136243741,2.782615232,3.037146778,7.117300259,5.787998842,2.642083614,1.544358041,1.97557614,9.041578247,2.264096333
F05:4-Day1,3.107161165,3.125962281,3.48687287,2.069602298,1.654346644,1.842053207,4.87819303,3.427525838,2.696450492,4.573404145,9.052598914,3.3929409,9.040527642,4.397665272,3.811445248,1.487637453,6.389918958,7.636595882,2.358732389,8.279117112,2.158137884,2.994988698,9.622007873,5.06371297,3.015416667,9.747729245,5.322538112,2.962232817,1.995439742,2.942583117,2.29625116,4.996159899,1.40348887,0.261629109,4.152019492,3.317189132,1.745758817,8.644454659,2.571722156,2.111392665,3.476794182,2.486292364,7.333623547,4.141620941,2.998316122,7.663127385,2.903062836,1.750825316,6.27039431,4.402189189,1.746848332,5.5241437,4.389997015,7.244092513,3.505334449,2.122825624,3.936434056,2.485819486,2.477597803,2.661791603,2.676595005,2.46526649,4.206531155,9.151381053,1.742854321,1.600662691,4.364510018,10.26683728,5.09609589,3.50256631,2.833109929,8.952930583,3.22302217,2.299549395,9.701401391,3.140420329,2.092065312,2.191716294,3.114135325,2.156155588,5.912852253,2.425595863,0.808611204,2.81037671,3.312166586,7.037643968,4.896333718,2.800905194,1.557921436,2.060937013,8.037054968,2.320618699
