sampleID,Clmp,Matn2,Cpe,Gcg,Gdnf,Yes1,Il17a,Foxo1,Tnfrsf11b,Tgfb1,Pla2g4a,Il6,Prdx5,Tgfa,Ccl5,Epo,Axin1,Fst,Rgma,Nadk,Tnni3,Notch3,Snap29,Cntn1,Clstn2,S100a4,Ca13,Mia,Cant1,Kitlg,Gfra1,Ppp1r2,Adam23,Itgb6,Cyr61,Dlk1,Ahr,Ccl2,Eno2,Plin1,Wfikkn2,Flrt2,Qdpr,Fas,Erbb4,Riox2,Plxna4,Epcam,Ccl3,Crim1,Vsig2,Hgf,Sez6l2,Il1a,Il23r,Dll1,Ddah1,Il10,Tnfrsf12a,Acvrl1,Lgmn,Csf2,Cxcl9,Map2k6,Itgb1bp2,Il17f,Il1b,Casp3,Apbb1ip,Wisp1,Cdh6,Pdgfb,Igsf3,Tgfbr3,Cxcl1,Pak4,Cntn4,Ghrl,Lpl,Fstl3,Dctn2,Il5,Eda2r,Ntf3,Tnfsf12,Ccl20,Fli1,Tpp1,Tnr,Vegfd,Parp1,Tnf
23MFT8:4-Day_2,1.886360058,-0.032705532,1.773564955,0.300125207,0.552351079,-0.006596759,0.948155494,1.478416565,0.810976555,3.116160513,7.67001948,1.251035671,8.624181645,3.510259789,2.712114022,0.081244229,4.31307495,6.237246627,0.566112289,6.140752413,-0.19826462,0.662943339,9.020764852,2.937930224,0.952753405,9.117578854,4.217119173,1.405431877,0.008823315,0.591725092,0.962844255,3.735025826,-0.171536043,0.236720066,1.4297379,1.812438181,0.523162729,8.210150623,1.466498214,0.613100361,2.034905925,1.011175882,5.649277767,2.377621031,1.160098867,5.676767132,0.744719061,0.419223112,6.387867281,1.613710146,0.326580319,4.060241762,2.360798066,6.488676108,1.686950182,0.799803704,3.479098511,1.034279991,1.347047184,1.591994027,1.267531968,0.848655153,2.551048503,8.10406364,-0.635169584,0.283601694,3.421023115,9.024522518,3.804835431,2.356162755,0.597585335,5.869675765,1.432299799,0.175644769,8.097577806,1.663642846,0.625860153,1.149701301,0.735581888,1.66816058,4.489407617,0.62738103,-0.026446212,0.933462818,1.583007309,3.902202636,2.888828181,1.38591336,0.077392745,0.400355397,4.562431179,0.022785804
23MFT7:4-Day_2,1.290949562,-0.224349772,1.589362584,0.510940568,0.742745255,0.121514453,0.617842328,1.228858104,1.129439103,2.603731153,6.862943239,2.273851994,8.448341439,3.821062526,2.312300342,0.287713196,4.407010856,6.238929998,0.490986371,5.552336278,0.64680803,0.608649895,8.913933474,2.543371788,0.466199091,7.839823101,4.054136694,1.363034275,-0.329249999,0.802062812,1.046282478,3.783125914,-0.705589782,-0.159836609,1.493415531,1.87193579,0.524493171,9.229401779,1.392206669,0.638218606,1.783850521,0.858019138,5.778294588,2.282199006,1.258298237,5.669343814,0.721509984,0.388816994,7.479444426,1.704600927,-0.026832208,3.885188441,2.392397874,5.928067268,1.236619908,0.592232691,3.123850327,1.281349712,0.927872371,1.359240679,1.114197662,1.045278944,3.2100915,8.022645854,0.007986132,0.307240775,4.18376813,9.120215164,3.829254649,2.017092308,0.45447008,5.770871829,1.257873067,0.036911483,8.579721684,0.928890859,0.531351516,0.940252308,1.243440932,0.822693576,4.559042627,0.552400271,-0.576394132,1.160414856,1.177541584,3.746666049,2.717222637,1.524688502,0.084756184,0.472311552,4.768978328,0.862380867
23MFT8:4-Day_5,1.171152255,0.206073297,1.572526527,0.352669814,0.723205548,-0.129512728,1.203576189,1.491589793,0.956351284,3.32115418,7.389352115,1.611194015,8.79744152,3.05498175,3.064628395,-0.17831603,4.258687681,6.17442306,0.860149658,5.661293812,0.409703843,0.941855227,8.973019634,2.754644538,0.942419664,8.699138055,4.164693412,1.835389315,-0.051579448,0.919618266,0.819499524,3.705411532,-0.301330419,0.155626866,1.8979122,2.056019978,0.626278807,7.786963576,1.20762646,0.384288605,2.002167459,0.7352057,5.623340269,2.339893475,1.187413682,5.716209431,1.006112473,0.733748824,5.942901067,1.547673348,0.385948802,4.21720541,2.200366648,6.281390148,1.671140029,0.547248187,3.565718346,1.558915427,1.173828564,1.112386852,1.090227133,1.396459822,2.826570589,8.088226243,-0.07654395,0.242817815,3.435755902,9.019049092,3.77721546,2.384590243,0.896193808,6.127232982,1.460986912,0.210788303,7.755063718,1.543826862,0.615067491,1.061191152,0.394515925,1.425575608,4.934941435,1.098145945,-0.051760629,1.455847671,1.565435411,4.0762946,3.019374862,1.493695529,0.26145856,0.484189502,4.956661238,1.06992962
23MFT7:4-Day_14,2.075535729,0.458322571,1.641084394,0.344064093,0.147224393,0.773232471,0.153974158,1.421125849,0.894221756,2.375975403,6.474824676,0.516333931,8.999495746,3.843235955,2.35648452,-0.458512196,3.922901644,6.671033625,0.797158761,5.787566584,-0.175402881,0.406410513,9.041420347,2.071893122,0.446025229,10.35832364,4.633455538,1.088560315,-0.366385814,0.852433602,1.064795008,3.585686123,-0.749748637,-0.801991102,1.144118669,1.701107057,0.802112592,7.760144097,1.475509608,0.988957012,2.239123166,0.774790329,5.734945481,2.227162733,0.939721124,4.59428308,0.406569601,0.147283466,4.642547414,1.705345994,-0.073453859,3.25465489,2.115490765,5.865665739,1.457473847,0.302274217,3.082673245,0.906493246,0.776693528,1.778601812,1.540102529,0.35855917,2.762049902,7.834287341,-1.089124182,0.370150078,2.416372139,9.152040492,3.819769044,2.042362318,0.054700575,4.499764366,1.26514577,0.341724897,7.593365615,0.477880757,0.574831394,1.239365457,0.42558304,1.153973485,4.201596433,0.074624524,0.10750421,0.921836229,0.206425312,4.500770993,2.60631236,1.446281464,0.277425733,0.358154982,4.415329965,-0.202278082
23MFT8:1-Day_2,1.899792532,1.005556858,1.986610923,0.183875287,0.589232737,0.127894459,0.121831847,1.261379667,1.077757717,2.95928504,6.851531616,2.14541326,9.345329749,4.400370689,2.529314276,0.327311952,4.282186616,6.868228073,1.053485117,6.445339173,0.518185844,0.512145731,9.049696886,2.6974646,0.849404776,9.668634008,4.447372425,1.319003248,-0.287374129,0.639544339,1.565257637,3.695617787,-0.91175357,-0.259491367,1.598133103,1.961384709,1.045664782,10.00506761,1.577410137,1.320140011,1.900360964,1.180895236,5.691994705,2.474735158,1.020014973,5.450800119,-0.060899478,-0.28776516,7.067883767,1.699960036,-0.50788307,3.714933222,2.111512114,6.184114318,1.622019667,0.684568268,3.115513286,0.59372083,1.131234827,1.595297404,1.668170546,0.566210494,2.753874691,8.019155652,-0.754513708,-0.054277569,4.006491056,9.093827938,3.822645254,2.51400922,0.549070263,5.408444599,1.263484919,0.226218955,8.914820713,1.670623454,0.432206766,0.85925329,0.735055438,2.271531281,4.674649788,0.571680096,0.025065992,1.452460049,0.835315383,4.554064969,2.581736912,1.378664816,0.301359734,0.605854819,4.712727568,0.689492848
23MFT7:2-Day_7,1.045521944,-1.401701551,1.617147783,0.649960691,0.583124385,0.181153146,0.584148732,1.257933757,1.015510313,2.251134519,6.671462052,1.380200248,8.910705115,3.898835771,2.272239339,-0.401471251,4.019552519,5.795441994,1.075190677,4.843616997,0.135949048,-0.174198841,9.046133617,1.972344761,1.323983904,9.229850454,4.457745171,1.747850642,-0.032968714,0.561288143,1.167553032,3.752246487,-0.142431709,0.052514659,1.196190271,2.078860694,0.7825434,7.52188734,1.327180953,0.813155246,1.348538857,1.099897933,5.483755819,2.439617623,1.043492236,5.383723311,0.727084935,-0.238424377,5.821675446,0.753200513,-0.05070679,3.746637449,2.166765749,6.056653665,1.156794125,-0.006831401,3.032832416,0.822768002,1.489281713,1.611886727,1.127895016,0.772827209,2.267617511,8.047196256,-1.250987574,0.172863172,3.353174928,9.03088574,3.753325418,2.304157303,0.655170717,5.697435442,1.491165514,0.108602684,8.599755261,1.654599801,0.85107106,1.117362336,0.488052876,1.538758368,4.357693784,0.050332278,-0.063812895,1.392846376,1.063956181,4.178450657,3.140075531,1.276598552,0.096752605,0.281922107,4.716795604,0.895901877
23MFT7:4-Day_5,1.606957517,0.285028526,1.781483268,0.85165345,0.703314607,0.3742631,0.571078047,0.932182339,2.008713674,2.57149184,7.547866666,2.461883769,8.604298261,3.111317089,3.586762422,-0.022981525,4.370488479,6.474844996,0.818209603,6.79888978,0.566625374,0.787587186,8.992159927,2.295259291,1.025686576,8.170535351,4.513191077,1.351899482,-0.013194333,0.952255119,1.315930033,3.47656227,-0.553375129,-0.238440074,1.676675172,1.688815544,0.409955952,12.76153915,1.731348675,1.246871878,2.658788904,0.978952611,5.704827092,2.433890846,1.152890361,5.070420801,0.772588576,0.364893621,6.873287324,1.632639385,0.074908446,3.831549507,2.140980868,5.817739904,0.980311723,0.343705315,3.221515845,0.523214604,0.8218705,1.401267902,2.343992874,0.57105906,5.146945717,7.965536962,-0.763788578,0.136152369,3.185699389,9.141437053,3.953377411,1.812941868,0.65688286,4.929413239,1.653041391,0.087647182,10.19486681,1.150689223,0.515090849,0.997708281,0.460483249,0.790153696,4.438764052,0.499180271,-0.148782717,1.19937768,0.800413128,4.408983599,2.989472321,2.378634843,0.056114504,0.263117477,4.728254689,0.668678838
23MFT7:1-Day_14,1.397508295,-0.04163328,1.598530863,0.141434014,0.280268192,0.640526186,0.442631405,1.549183016,0.903442285,1.993102374,6.669134502,0.588946874,8.861292629,3.781420849,2.160268071,-0.187620541,4.216099226,6.196255558,1.545605968,5.611801474,-0.14740834,-0.229736784,8.896503225,2.682355257,1.093985203,10.40549039,4.788895311,1.277376201,-0.717519138,0.521961547,1.129829691,3.581039969,-0.504752159,-0.168311922,1.226314364,1.945292884,1.279813108,7.445169311,1.815926718,1.078017813,1.749652343,1.390442146,5.778278231,2.173494957,1.266899064,5.436518324,0.971316694,0.441461522,3.730375336,1.245085026,-0.022676253,3.241870705,2.217744352,6.176018681,1.400011386,0.603124115,3.227770753,0.786494826,1.027245857,1.566661349,1.294140671,0.223064441,3.136143758,8.119704787,0.167769759,0.158058193,2.393467187,9.203629122,3.814584741,2.349337583,0.602047066,4.964327315,1.379198534,0.201292079,7.384756419,1.036800277,0.600043686,0.786599057,0.469141445,1.512115712,4.441657752,0.7221433,-0.407322657,1.531606342,1.302337999,3.095786274,2.931005422,1.460464322,0.301880764,0.147444476,4.929768685,0.771291576
23MFT7:5-Day_5,1.34443342,-0.077157966,1.82726495,0.690169813,0.384826784,0.027736454,0.144138295,0.63258374,1.04428577,2.360776901,6.730215491,2.10303714,8.63805098,3.218386134,2.952126023,0.045720747,3.870948453,5.817071803,0.883831847,4.969365408,-0.222376194,0.505573753,8.8832032,1.844148463,0.946225365,7.243106674,3.972451281,1.34398115,-0.196057282,0.736851725,0.774269093,3.374607389,-0.257180437,-0.274641411,1.383026134,2.151296306,0.485142738,11.28815784,1.466340815,1.144963803,1.977478163,1.033956252,5.554856926,2.230859959,1.371784713,4.086162135,0.5771387,-0.424887411,5.952604592,1.671421386,0.502365014,3.834249208,1.844211354,5.791153016,1.00410327,0.629108491,2.813013644,1.374752356,1.049989465,1.389465319,1.582950718,0.885306473,4.694516803,7.927311837,-1.044223626,0.273637024,3.072508683,9.067656367,3.800207148,1.974750974,0.027294595,5.158847124,1.470571417,0.332425629,10.21906225,1.536532898,0.705072265,0.868947615,0.468720432,0.97615872,4.281611872,1.035918132,-0.442054098,1.307438343,0.720545207,3.704853647,2.038857718,1.350221393,0.271339149,0.720982207,3.965971787,0.658225065
23MFT7:4-Day_4,1.352727094,0.233312827,2.170753981,0.032961163,0.819710299,0.058750267,0.587778346,1.019700494,1.817480664,2.85997749,7.296012486,2.859709016,8.85784446,3.223804525,3.278898598,0.036849422,4.380095678,6.287830171,1.048817464,6.751524774,0.090832153,0.518621054,8.960731978,2.477251719,1.283979217,7.619573027,4.182728897,1.601956723,0.060942054,0.6037439,1.057839755,3.670139306,-0.08099002,-0.352448211,1.549971697,1.937068053,0.584747733,12.78867313,1.364391001,1.265513571,2.442066417,0.989404327,5.679444424,2.663144156,1.157110648,4.557327509,0.613433409,0.519317793,7.10958942,1.575898961,0.636698235,3.983789688,2.259233072,5.75481508,1.176190915,0.826572015,3.175586451,0.931163956,0.832538596,1.4025866,2.541534673,0.618637545,5.09022943,7.961680603,-0.686540236,0.243830965,3.240604376,9.173858103,3.899305446,2.054581295,0.627630289,5.056249662,1.366090195,0.222931097,11.63619031,1.542409171,0.348695877,1.022591035,0.971762072,0.878806742,4.683513187,0.245158216,-0.517730599,1.375614763,0.511974404,4.393217507,2.564268438,2.450357457,0.06543444,0.585318237,4.695628536,0.89527294
23MFT8:4-Day_14,2.106418679,1.350511309,1.762945436,0.552236036,0.4725821,0.843047735,0.792044561,1.275485058,0.852109928,2.589096994,7.045508464,0.814413665,9.338599078,3.668165991,2.493186039,0.29887216,4.16841734,6.520484617,1.269488875,6.773466148,0.446294635,0.449861667,8.989135303,2.546366103,1.232985538,10.4420721,5.025142022,1.649676706,-0.486678287,0.302632497,1.661086275,3.654470923,-0.845568734,-0.184451753,1.437758948,1.926981116,1.351572434,7.671347888,1.806035187,0.665270635,2.565996425,1.214551525,5.338657806,2.141356038,1.04806931,4.851334279,0.841084462,0.259716869,3.818263445,0.991931554,0.166153934,3.373668464,2.119167729,6.240172736,1.7360149,0.462431387,3.407134088,1.161626593,1.182856987,1.648184863,1.492981067,0.877406382,2.415820098,8.067608311,0.054483143,0.242070489,2.503765249,9.052890898,3.608635864,2.863511146,0.662492682,5.231479453,1.414678227,0.233599826,7.58555434,1.506499716,0.396732963,1.225799629,0.593434796,2.043065249,4.6289072,0.301269719,0.421476325,1.238266656,0.967307705,4.416515112,2.562511226,1.437887094,0.000220674,0.458216433,4.372379956,0.672454245
23MFT8:5-Day_0,1.209467419,0.04923312,1.740101414,0.142018395,-0.131486986,-0.111628581,0.49413929,2.024801817,1.097241885,2.962749662,7.649515343,0.725543527,8.263075156,3.175935422,2.35912041,0.020873098,4.398305541,6.016033359,1.167814244,5.501678504,-0.398413791,0.818097318,9.385931652,2.889087418,1.028537086,8.821765509,4.164430764,1.461349572,-0.23746101,0.728324969,0.587307756,3.498733297,-0.979423311,-0.528731605,1.286063238,1.768097554,0.377314949,6.901815266,1.50510407,0.676079041,1.743068851,0.812705198,5.771552903,2.083005404,0.991759709,5.875712759,0.733004836,0.632091195,3.966221876,1.755694229,-0.199541231,3.570412564,2.352635502,6.039470398,1.518650727,0.174166767,3.187310109,0.747703179,1.077419175,1.458008099,0.899914208,-0.171189562,1.683012495,8.2444927,-0.184191165,0.096750149,1.911453775,9.165115317,3.931169141,2.441423303,0.243197376,5.358773414,1.267415933,0.232321425,7.879332016,0.976125019,0.753705757,1.216137254,0.858423826,1.208613821,4.868383755,-0.368597708,-0.384776301,1.080148451,1.663199834,2.989062964,3.498534661,1.439191597,-0.127774063,0.162699676,4.99003518,-0.140726198
23MFT7:1-Day_3,1.597176938,0.363096045,1.882062733,-0.06653933,0.586793866,0.282620441,0.354335965,1.330920932,0.88371023,2.322893108,7.105411817,0.712731088,8.212894804,3.266444678,2.427442374,-0.181241028,4.051189975,5.818594027,0.718491278,5.400626769,-0.084624822,0.369535754,9.156760991,2.427504364,0.802098509,8.679258033,4.113855944,1.490065735,-0.426684923,0.577553902,0.593541078,3.527685908,-1.004380932,-0.924649985,1.317694794,1.747268014,0.577091618,7.181650217,1.411467343,1.094728547,1.615336988,0.833088452,5.542398183,1.97042265,1.061000423,5.399296289,0.469041746,0.692771585,3.666336852,1.663029673,-0.484815923,3.266904588,2.29081859,5.761677471,1.049686989,0.427903532,3.190786892,0.436529892,1.441621608,1.618384547,1.157962886,0.608122204,2.620758846,8.214272975,-0.680121399,0.132011075,2.00316772,9.184226954,3.750294225,2.068406828,0.701912606,4.983342617,1.521739979,-0.038551769,7.218698546,1.419208296,0.425649845,1.071521436,0.297519116,1.177196769,4.425427781,1.216342949,-0.488913161,0.853503273,0.825466195,2.848999443,2.911264872,1.152407776,-0.291395068,0.359662526,4.687682093,0.352624625
23MFT8:4-Day_1,1.960573362,1.449992022,1.749175613,-0.009205516,0.956152097,0.366433631,0.244091988,1.471220797,1.190768902,2.692787351,7.094213365,1.996883358,9.27315392,3.737138031,2.701495753,-0.14869655,4.21381359,6.435724424,1.313661367,6.828901071,-0.185868548,0.736926466,9.018163536,2.837630549,1.009448909,10.12224232,4.36739602,1.378580825,-0.803750111,0.620890756,1.183426572,3.481346746,-0.562480469,-0.592111213,1.001982739,1.774594013,1.031448281,8.082216177,1.690909405,0.954706389,1.807818182,1.1692166,5.411074407,2.520810357,1.110202484,5.831686593,0.390655059,0.76485141,6.185499388,1.135298516,0.010001831,3.78146972,2.286109388,6.159779563,1.446549919,0.090414345,3.272426158,0.944156568,1.051209465,1.610279477,1.287721322,0.437578437,2.177708599,8.06477525,-1.625882906,0.143448086,3.967727728,9.10831891,3.707053104,2.557390508,0.609712929,5.509720407,1.372648849,0.404728203,8.003350589,1.250291261,0.528352975,0.717746846,0.669980836,2.254881885,4.378057011,0.877356496,0.415769445,1.18405773,0.884855404,4.665595588,3.343952428,1.190875035,0.230024087,0.118034835,5.062358141,0.48706038
23MFT8:1-Day_1,2.418159366,2.202773386,2.043752917,-0.030975416,1.440843551,1.111803099,0.472207826,1.371538913,1.415854642,2.472234606,5.908463619,3.073013971,9.565656209,4.769780524,2.05426777,0.019915393,3.627249527,7.000038274,0.922540567,7.151110277,-0.233783361,0.607404855,8.668979549,2.638886464,1.34458848,10.50214081,4.195983234,1.523665629,-0.696534426,-0.081103398,1.756886742,3.206317684,-1.392955089,-0.862794234,1.114962825,1.840382928,1.408680386,8.775278966,2.055143677,0.753376637,1.739292082,1.763443751,5.119994136,2.349286385,1.126332096,5.205863357,0.406971649,-0.122579372,5.142152063,1.568903328,0.106871683,3.341426507,1.800428906,4.982457341,1.295053026,0.009354703,2.934841604,0.190555764,0.977129644,1.444590884,1.952181763,0.157783529,2.571716816,7.720532063,-1.026457176,0.201353621,4.077454887,9.006020437,3.458879786,2.72889259,0.699558756,4.062618893,1.424330618,0.511075783,8.557091642,1.254748225,0.562729283,0.866190416,1.171005694,2.73828021,4.117789062,0.356248785,0.378948876,1.411966038,1.360360009,4.73027491,2.286635087,1.225098964,0.252670646,0.373003023,4.693798742,0.646556682
23MFT8:2-Day_1,2.327526361,0.750227308,1.689966636,0.403708099,1.145890313,0.435806217,0.589587435,1.690901189,1.035600782,2.310761288,6.934533529,2.213218458,8.997806151,4.301065105,2.315719149,0.195539953,4.275166604,6.708926451,1.060331429,6.577400337,-0.653351303,0.804544906,8.862648966,2.951832822,0.889575547,10.00270658,4.052194873,1.164738582,-0.162821306,0.388138216,0.94996373,3.454421205,-1.096590136,-1.46473332,1.479378293,1.635320007,0.914493783,8.108490101,1.457134825,1.009877976,1.94300429,1.127826918,5.547806615,2.494909371,1.179082389,5.936922138,0.716538192,0.800506056,5.784173055,1.787925541,-0.607708156,3.60566904,2.033949867,5.664848338,1.526131244,-0.109901052,3.091159003,0.823103801,1.181325406,1.402912047,1.292783378,0.314623528,1.818090702,7.978464416,-1.259723761,0.030249146,3.836875947,9.079847367,3.759925073,2.903929613,0.613640561,4.9796003,1.447134425,0.03084319,8.264435149,1.510507389,0.38129512,0.729660677,1.272783781,2.738304024,4.365980878,0.849891584,-0.066535035,1.345911088,1.182537662,4.3816799,3.201964092,1.380847767,0.227006429,0.110654957,4.878362175,0.13382839
23MFT8:1-Day_9,2.279545933,0.626218419,1.551485099,0.495452966,1.007246185,0.207266791,0.277339013,1.149310962,1.137467788,3.350229587,6.61530145,0.898387333,8.948519995,3.859708747,2.787394434,-0.468014658,3.364858354,6.419144313,0.920103759,5.974673606,0.05450625,0.273339943,8.665357372,2.179366483,1.113657824,10.28143095,4.484719327,1.122282811,-0.393949893,0.494740122,1.292722108,3.217977716,-0.205736084,-0.870768067,1.351629865,1.808578472,0.702892616,8.243940756,1.571493682,0.940873095,2.202343435,1.180856522,5.133130268,2.903829068,1.025841686,5.067069874,0.803474076,0.655550759,4.991321745,1.637036134,-0.084250478,3.421547968,1.887385429,5.591061233,1.501270779,0.531563522,2.508770896,0.824508149,1.306046461,1.866344057,1.703260466,0.58757194,2.904913255,7.428408806,-1.019019594,0.141368687,2.574691692,9.001641173,3.458767814,2.326898805,0.128612892,5.122728709,1.034185323,0.055522548,7.918149768,0.60713138,0.708301531,2.076174686,0.236018975,2.100362894,3.911299936,0.434238381,0.990586549,1.413511332,0.691806484,4.113687749,2.41609923,1.132735961,0.384437094,0.381851969,4.066824482,0.622307671
23MFT7:1-Day_7,1.750332226,-0.187404597,1.607374191,0.072059843,0.781888591,0.12544296,0.588091497,1.003650411,0.892556158,2.22035011,6.651645846,1.890275546,8.932785981,3.685552224,2.381324523,-0.104096665,4.000462974,5.909962709,1.019583798,5.002514861,0.255860677,0.248901521,9.022644141,2.458651102,1.214096792,10.17226365,4.228254904,1.445370928,-0.344652482,0.318281507,1.088515146,3.709259618,-0.277467765,-0.688150215,1.036221488,2.04748839,0.92750961,7.3599936,1.481763927,1.096500716,1.640164504,1.086393061,5.661245219,2.374636879,0.975497307,5.188845457,0.378446751,-0.091647072,5.293520713,1.074642248,0.328642893,3.587995027,2.158277227,6.068950042,0.645397612,-0.600452324,2.883083426,0.582919502,1.25247169,1.494562751,1.024897515,0.369217003,1.540268283,8.068050055,0.29376822,0.124483266,3.640909004,9.132555193,3.837697416,2.190998591,0.597852905,5.153244668,1.225855029,0.088813554,8.270825045,1.589146321,0.671710024,0.72594713,0.424701248,1.743112607,4.422419939,0.936920408,-0.111793806,1.232115317,0.699466716,3.632699024,2.60466844,1.239844292,0.464186859,0.364870388,4.310815276,0.953579722
23MFT8:3-Day_4,2.299680629,1.780058171,1.88828322,0.26903685,0.441975782,0.800546663,0.332671126,1.703298399,1.434211066,3.250134051,7.640658745,1.540706777,9.177184341,3.898712622,2.472730852,-0.081542316,4.31706403,7.079996829,0.974476697,7.047534901,-0.007952619,1.039740202,9.072824072,3.075613767,1.04867882,10.39382517,4.638620405,1.18367898,-0.415681137,0.416079336,1.496492641,3.619698976,-0.781642865,-0.620941529,1.623579875,1.610613221,1.360654025,9.034151535,1.617256519,0.814161021,1.703828652,1.315193757,5.538148588,2.683632482,1.059828997,5.877787117,0.435408953,-1.205450869,5.959191693,1.372095485,-0.551102532,4.170898201,2.380025445,6.374585599,1.721364989,0.113196892,3.350752619,1.038666619,1.41098443,1.516608443,1.770117032,0.304654597,2.38693568,8.133297616,0.070945918,0.114130378,3.553861261,9.002921557,3.733849244,2.80737986,0.797623236,5.892641809,1.302537293,0.287951514,8.016662351,1.753836767,0.484649771,1.009319088,0.490481815,2.948408303,4.596338194,1.407085192,0.812909096,1.126749577,1.932529948,4.018087926,3.441471064,1.259386034,0.184840947,0.493026285,5.117206714,0.246809894
23MFT8:3-Day_9,2.323146886,0.834380986,1.982717504,0.299483553,1.200326784,0.255643189,0.369729779,1.442910226,0.985591878,3.075972449,6.982050421,1.075693049,8.957059316,3.922079332,2.650814864,-0.072736343,4.080059594,6.188139042,0.875774506,5.674693127,0.280104754,0.637047746,9.114953262,2.668036088,1.354411831,10.18479132,4.365172821,1.090020741,0.053028661,0.571433808,1.474190186,3.476817086,-0.799461812,-1.178341775,1.514614745,1.763260475,0.783020053,6.957100368,1.445268221,0.82190149,1.441141402,1.329706379,5.58355285,2.474734382,1.011140244,6.055070061,0.885933931,-1.108908211,5.885766251,1.9702464,-0.071569373,3.994410471,2.137436727,5.956227465,1.068280013,0.546033384,3.150547946,1.162863447,1.154476906,1.588214083,1.061618943,0.216522455,2.708305271,8.054068028,-0.971754715,-0.085560482,3.173992686,9.056992154,3.786516666,2.513078332,0.428035045,5.944557455,1.699450437,0.196920956,8.309082452,0.931939632,0.378410328,1.005329372,0.50445585,1.685916627,4.535488314,0.677896689,0.235181512,1.26962592,1.544359144,3.910820058,3.672484891,1.040894903,0.678053915,0.042780201,5.111992833,0.328508866
23MFT8:5-Day_14,2.19152912,-0.30659774,1.719974098,0.459316192,0.777170248,0.205118342,0.585056318,1.250732448,0.898327061,2.205118776,5.493619691,0.951936543,9.291335553,4.41641364,2.569712959,-0.234378967,3.400235868,6.216427455,0.89100115,5.244135238,0.187883862,0.305411788,8.661908108,1.794347805,1.328725993,10.37392687,4.617370879,1.104901374,-0.332122226,0.544907985,1.420810378,3.180620177,-0.523403344,-0.476432926,1.323597404,1.89645848,1.19307805,8.495909789,1.605176969,0.778312299,1.96309048,1.215298497,5.440546621,2.525088544,1.116210553,4.754928918,0.872290041,0.034646859,4.968710769,1.434626366,0.268559897,3.33884162,2.193312085,5.268433907,1.354267091,0.169012187,2.870580719,0.360877832,1.448592178,1.644740185,1.654214132,0.229763517,2.916166064,7.577882138,-1.093310963,0.186505883,2.847240001,8.896559217,3.6093527,2.150707751,0.421555178,5.188569194,1.414915223,0.225353654,8.511938099,0.888304969,0.480036233,1.984833105,0.425725987,1.691825807,3.946316131,0.479407241,0.814551349,1.745646304,0.834489362,4.854234481,2.62786845,1.221469332,0.256601463,0.449317699,4.568488704,0.779079812
23MFT8:5-Day_2,2.235044703,1.651813694,2.058317047,0.120524089,0.39235275,1.064879577,0.267136113,1.655151099,1.117913934,3.164182205,6.979398,1.568879225,9.385639354,4.946999221,2.191078954,-0.038497225,4.364601295,7.048152839,0.788653773,6.619434734,-0.497759065,-0.034992024,9.041340111,2.825751922,1.143576495,10.43417841,4.680364893,1.432910366,-0.396111921,0.623185833,1.394853776,3.646191965,-0.903471215,-0.514805099,1.291394036,1.786230997,1.442946284,9.920219184,1.79076882,0.931761804,1.768938119,1.471804577,5.541318488,2.825670766,1.035884147,5.642895482,0.904552616,0.609962032,7.027714685,1.69789672,-0.084194544,4.014449728,2.413431339,6.246104145,1.49664063,-0.110528412,3.32964622,0.739001452,1.38696103,1.538314501,2.076334245,0.474580668,3.061228588,8.054776892,-1.512886766,0.082831419,3.822488218,9.044690275,3.844009067,3.060878941,0.671011494,5.943452412,1.338073452,0.397143256,8.701866978,1.728651536,0.729282353,0.892086675,0.814399176,2.814244872,4.6905102,0.329042013,0.487247816,1.263346499,1.47377908,4.283808402,2.884146781,1.350020533,0.086765707,0.327356934,4.573628786,0.692526084
23MFT8:2-Day_2,2.318400936,1.529301844,1.966530918,0.531410245,1.112932044,0.825453693,0.139338657,1.325978133,1.322158181,2.342161143,6.584312135,1.465607746,9.203573561,4.496833487,2.683366284,0.063484822,4.067547043,6.907642287,1.124025436,6.943692166,-0.011767267,0.63377735,8.901953991,2.892773701,1.283338844,10.316902,4.332900011,1.264794404,-0.341645576,0.44238305,1.588900724,3.596208914,-0.49621592,-0.730375382,1.258342546,1.916609459,1.175204566,10.94128967,1.726352486,1.34981803,1.796044492,1.405201666,5.527027486,2.265597729,1.06719327,4.995759473,0.859459406,-0.123560583,6.402371352,1.895209769,0.331327704,3.27480314,2.196114487,5.61641174,1.606629387,0.704835761,3.091116066,0.926639694,0.790804642,1.638666338,2.155104685,0.957016505,5.039838883,7.98624679,0.061212537,-0.004932224,2.774381788,9.118061654,3.715256792,2.377093244,0.737031537,4.299707579,1.422223589,0.216073894,8.813091221,0.852990203,0.753150345,0.852520849,1.068202013,2.202657722,4.52113292,0.905746197,0.064045884,1.210749506,1.230141123,3.543374639,2.144022714,1.377218805,0.030723005,0.472765654,4.247832873,1.172769345
